year,month,path,filename,url
1967,ekim,Bilim-Teknik/1967/,ekim-1967.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1967_10.pdf 
1967,aralik,Bilim-Teknik/1967/,aralik-1967.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1967_11.pdf 
1968,ocak,Bilim-Teknik/1968/,ocak-1968.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1968_1.pdf 
1968,subat,Bilim-Teknik/1968/,subat-1968.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1968_2.pdf 
1968,mart,Bilim-Teknik/1968/,mart-1968.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1968_3.pdf 
1968,nisan,Bilim-Teknik/1968/,nisan-1968.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1968_4.pdf 
1968,mayis,Bilim-Teknik/1968/,mayis-1968.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1968_5.pdf 
1968,haziran,Bilim-Teknik/1968/,haziran-1968.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1968_6.pdf 
1968,temmuz,Bilim-Teknik/1968/,temmuz-1968.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1968_7.pdf 
1968,agustos,Bilim-Teknik/1968/,agustos-1968.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1968_8.pdf 
1968,eylul,Bilim-Teknik/1968/,eylul-1968.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1968_9.pdf 
1968,ekim,Bilim-Teknik/1968/,ekim-1968.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1968_10.pdf 
1968,kasim,Bilim-Teknik/1968/,kasim-1968.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1968_11.pdf 
1968,aralik,Bilim-Teknik/1968/,aralik-1968.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1968_12.pdf 
1969,ocak,Bilim-Teknik/1969/,ocak-1969.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1969_1.pdf 
1969,subat,Bilim-Teknik/1969/,subat-1969.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1969_2.pdf 
1969,mart,Bilim-Teknik/1969/,mart-1969.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1969_3.pdf 
1969,nisan,Bilim-Teknik/1969/,nisan-1969.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1969_4.pdf 
1969,mayis,Bilim-Teknik/1969/,mayis-1969.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1969_5.pdf 
1969,haziran,Bilim-Teknik/1969/,haziran-1969.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1969_6.pdf 
1969,temmuz,Bilim-Teknik/1969/,temmuz-1969.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1969_7.pdf 
1969,agustos,Bilim-Teknik/1969/,agustos-1969.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1969_8.pdf 
1969,eylul,Bilim-Teknik/1969/,eylul-1969.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1969_9.pdf 
1969,ekim,Bilim-Teknik/1969/,ekim-1969.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1969_10.pdf 
1969,kasim,Bilim-Teknik/1969/,kasim-1969.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1969_11.pdf 
1969,aralik,Bilim-Teknik/1969/,aralik-1969.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1969_12.pdf 
1970,ocak,Bilim-Teknik/1970/,ocak-1970.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1970_1.pdf 
1970,subat,Bilim-Teknik/1970/,subat-1970.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1970_2.pdf 
1970,mart,Bilim-Teknik/1970/,mart-1970.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1970_3.pdf 
1970,nisan,Bilim-Teknik/1970/,nisan-1970.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1970_4.pdf 
1970,mayis,Bilim-Teknik/1970/,mayis-1970.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1970_5.pdf 
1970,haziran,Bilim-Teknik/1970/,haziran-1970.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1970_6.pdf 
1970,temmuz,Bilim-Teknik/1970/,temmuz-1970.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1970_7.pdf 
1970,agustos,Bilim-Teknik/1970/,agustos-1970.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1970_8.pdf 
1970,eylul,Bilim-Teknik/1970/,eylul-1970.pdf,https://bilimteknik.tubitak.gov.tr/system/files/tamsayi_pdf/1970_9.pdf 
